HCPCSCode,ShortDescriptor,StatusIndicator,PaymentRate,Changed?,Source
"K1010","Intraurethral drainag device","Y",,false,"2021-01"
"K1011","Acti intraurethral drainage","Y",,false,"2021-01"
"K1012","Charger base station intraur","Y",,false,"2021-01"
"K1013","Enema tube any type repl","Y",,false,"2022-07"
"K1014","Ak 4 bar link hydl swg/stanc","Y",,false,"2022-07"
"K1015","Foot, adductus position, adj","Y",,false,"2022-07"
"K1016","Trans elec nerv for trigemin","Y",,false,"2022-07"
"K1017","Monthly supp use with k1016","Y",,false,"2022-07"
"K1018","Ext up limb tremor stim wris","Y",,false,"2022-07"
"K1019","Monthly supp use with k1018","Y",,false,"2022-07"
"K1020","Non-invasive vagus nerv stim","Y",,false,"2022-07"
"K1021","Exsuff belt incl all sup acc","E1",,false,"2022-07"
"K1022","Endoskel posit rotat unit","Y",,false,"2022-07"
"K1023","Trans elec nerv periph nerv","Y",,false,"2022-07"
"K1024","Non pneum comp control cal","Y",,false,"2022-07"
"K1025","Non pneum compress full arm","Y",,false,"2022-07"
"K1026","Mech allergen parti barrier","Y",,false,"2022-07"
"K1027","Oral dev without fix mech","Y",,false,"2022-07"
"K1028","Control unit neuromuscul osa","Y",,false,"2022-07"
"K1029","Oral dv/app neuromus mouthpi","Y",,false,"2022-07"
"K1030","Ext recharge bat replacement","Y",,false,"2022-07"
"K1031","Non pneu comp control w/o ca","Y",,false,"2022-07"
"K1032","Non pneum seq comp full leg","Y",,false,"2022-07"
"K1033","Non pneum seq comp half leg","Y",,false,"2022-07"
"K1034","Covid test self-admn/collect","A",,true,"2022-07"
"L0112","Cranial cervical orthosis","A",,false,"2022-07"
"L0113","Cranial cervical torticollis","A",,false,"2022-07"
"L0120","Cerv flex n/adj foam pre ots","A",,false,"2022-07"
"L0130","Flex thermoplastic collar mo","A",,false,"2022-07"
"L0140","Cervical semi-rigid adjustab","A",,false,"2022-07"
"L0150","Cerv semi-rig adj molded chn","A",,false,"2022-07"
"L0160","Cerv sr wire occ/man pre ots","A",,false,"2022-07"
"L0170","Cervical collar molded to pt","A",,false,"2022-07"
"L0172","Cerv col sr foam 2pc pre ots","A",,false,"2022-07"
"L0174","Cerv sr 2pc thor ext pre ots","A",,false,"2022-07"
"L0180","Cer post col occ/man sup adj","A",,false,"2022-07"
"L0190","Cerv collar supp adj cerv ba","A",,false,"2022-07"
"L0200","Cerv col supp adj bar & thor","A",,false,"2022-07"
"L0220","Thor rib belt custom fabrica","A",,false,"2022-07"
"L0450","Tlso flex trunk/thor pre ots","A",,false,"2022-07"
"L0452","Tlso flex custom fab thoraci","A",,false,"2022-07"
"L0454","Tlso trnk sj-t9 pre cst","A",,false,"2022-07"
"L0455","Tlso flex trnk sj-t9 pre ots","A",,false,"2022-07"
"L0456","Tlso flex trnk sj-ss pre cst","A",,false,"2022-07"
"L0457","Tlso flex trnk sj-ss pre ots","A",,false,"2022-07"
"L0458","Tlso 2mod symphis-xipho pre","A",,false,"2022-07"
"L0460","Tlso 2 shl symphys-stern cst","A",,false,"2022-07"
"L0462","Tlso 3mod sacro-scap pre","A",,false,"2022-07"
"L0464","Tlso 4mod sacro-scap pre","A",,false,"2022-07"
"L0466","Tlso r fram soft ant pre cst","A",,false,"2022-07"
"L0467","Tlso r fram soft pre ots","A",,false,"2022-07"
"L0468","Tlso rig fram pelvic pre cst","A",,false,"2022-07"
"L0469","Tlso rig fram pelvic pre ots","A",,false,"2022-07"
"L0470","Tlso rigid frame pre subclav","A",,false,"2022-07"
"L0472","Tlso rigid frame hyperex pre","A",,false,"2022-07"
"L0480","Tlso rigid plastic custom fa","A",,false,"2022-07"
"L0482","Tlso rigid lined custom fab","A",,false,"2022-07"
"L0484","Tlso rigid plastic cust fab","A",,false,"2022-07"
"L0486","Tlso rigidlined cust fab two","A",,false,"2022-07"
"L0488","Tlso rigid lined pre one pie","A",,false,"2022-07"
"L0490","Tlso rigid plastic pre one","A",,false,"2022-07"
"L0491","Tlso 2 piece rigid shell","A",,false,"2022-07"
"L0492","Tlso 3 piece rigid shell","A",,false,"2022-07"
"L0621","Sio flex pelvic/sacr pre ots","A",,false,"2022-07"
"L0622","Sio flex pelvisacral custom","A",,false,"2022-07"
"L0623","Sio rig pnl pelv/sac pre ots","A",,false,"2022-07"
"L0624","Sio panel custom","A",,false,"2022-07"
"L0625","Lo flex l1-below l5 pre ots","A",,false,"2022-07"
"L0626","Lo sag rig pnl stays pre cst","A",,false,"2022-07"
"L0627","Lo sag ri an/pos pnl pre cst","A",,false,"2022-07"
"L0628","Lso flex no ri stays pre ots","A",,false,"2022-07"
"L0629","Lso flex w/rigid stays cust","A",,false,"2022-07"
"L0630","Lso r post pnl sj-t9 pre cst","A",,false,"2022-07"
"L0631","Lso sag r an/pos pnl pre cst","A",,false,"2022-07"
"L0632","Lso sag rigid frame cust","A",,false,"2022-07"
"L0633","Lso sc r pos/lat pnl pre cst","A",,false,"2022-07"
"L0634","Lso flexion control custom","A",,false,"2022-07"
"L0635","Lso sagit rigid panel prefab","A",,false,"2022-07"
"L0636","Lso sagittal rigid panel cus","A",,false,"2022-07"
"L0637","Lso sc r ant/pos pnl pre cst","A",,false,"2022-07"
"L0638","Lso sag-coronal panel custom","A",,false,"2022-07"
"L0639","Lso s/c shell/panel prefab","A",,false,"2022-07"
"L0640","Lso s/c shell/panel custom","A",,false,"2022-07"
"L0641","Lo rig pos pnl l1-l5 pre ots","A",,false,"2022-07"
"L0642","Lo sag ri an/pos pnl pre ots","A",,false,"2022-07"
"L0643","Lso sag ctr rigi pos pre ots","A",,false,"2022-07"
"L0648","Lso sag r an/pos pnl pre ots","A",,false,"2022-07"
"L0649","Lso sc r pos/lat pnl pre ots","A",,false,"2022-07"
"L0650","Lso sc r ant/pos pnl pre ots","A",,false,"2022-07"
"L0651","Lso sag-co shell pnl pre ots","A",,false,"2022-07"
"L0700","Ctlso a-p-l control molded","A",,false,"2022-07"
"L0710","Ctlso a-p-l control w/ inter","A",,false,"2022-07"
"L0810","Halo cervical into jckt vest","A",,false,"2022-07"
"L0820","Halo cervical into body jack","A",,false,"2022-07"
"L0830","Halo cerv into milwaukee typ","A",,false,"2022-07"
"L0859","Mri compatible system","A",,false,"2022-07"
"L0861","Halo repl liner/interface","A",,false,"2022-07"
"L0970","Tlso corset front","A",,false,"2022-07"
"L0972","Lso corset front","A",,false,"2022-07"
"L0974","Tlso full corset","A",,false,"2022-07"
"L0976","Lso full corset","A",,false,"2022-07"
"L0978","Axillary crutch extension","A",,false,"2022-07"
"L0980","Peroneal straps pair pre ots","A",,false,"2022-07"
"L0982","Stocking sup grips 4 pre ots","A",,false,"2022-07"
"L0984","Protect body sock ea pre ots","A",,false,"2022-07"
"L0999","Add to spinal orthosis nos","A",,false,"2022-07"
"L1000","Ctlso milwauke initial model","A",,false,"2022-07"
"L1001","Ctlso infant immobilizer","A",,false,"2022-07"
"L1005","Tension based scoliosis orth","A",,false,"2022-07"
"L1010","Ctlso axilla sling","A",,false,"2022-07"
"L1020","Kyphosis pad","A",,false,"2022-07"
"L1025","Kyphosis pad floating","A",,false,"2022-07"
"L1030","Lumbar bolster pad","A",,false,"2022-07"
"L1040","Lumbar or lumbar rib pad","A",,false,"2022-07"
"L1050","Sternal pad","A",,false,"2022-07"
"L1060","Thoracic pad","A",,false,"2022-07"
"L1070","Trapezius sling","A",,false,"2022-07"
"L1080","Outrigger","A",,false,"2022-07"
"L1085","Outrigger bil w/ vert extens","A",,false,"2022-07"
"L1090","Lumbar sling","A",,false,"2022-07"
"L1100","Ring flange plastic/leather","A",,false,"2022-07"
"L1110","Ring flange plas/leather mol","A",,false,"2022-07"
"L1120","Covers for upright each","A",,false,"2022-07"
"L1200","Furnsh initial orthosis only","A",,false,"2022-07"
"L1210","Lateral thoracic extension","A",,false,"2022-07"
"L1220","Anterior thoracic extension","A",,false,"2022-07"
"L1230","Milwaukee type superstructur","A",,false,"2022-07"
"L1240","Lumbar derotation pad","A",,false,"2022-07"
"L1250","Anterior asis pad","A",,false,"2022-07"
"L1260","Anterior thoracic derotation","A",,false,"2022-07"
"L1270","Abdominal pad","A",,false,"2022-07"
"L1280","Rib gusset (elastic) each","A",,false,"2022-07"
"L1290","Lateral trochanteric pad","A",,false,"2022-07"
"L1300","Body jacket mold to patient","A",,false,"2022-07"
"L1310","Post-operative body jacket","A",,false,"2022-07"
"L1499","Spinal orthosis nos","A",,false,"2022-07"
"L1600","Ho flex frejka w/cov pre cst","A",,false,"2022-07"
"L1610","Ho frejka cov only pre cst","A",,false,"2022-07"
"L1620","Ho flex pavlik harns pre cst","A",,false,"2022-07"
"L1630","Abduct control hip semi-flex","A",,false,"2022-07"
"L1640","Pelv band/spread bar thigh c","A",,false,"2022-07"
"L1650","Ho abduction hip adjustable","A",,false,"2022-07"
"L1652","Ho bi thighcuffs w sprdr bar","A",,false,"2022-07"
"L1660","Ho abduction static plastic","A",,false,"2022-07"
"L1680","Pelvic & hip control thigh c","A",,false,"2022-07"
"L1685","Post-op hip abduct custom fa","A",,false,"2022-07"
"L1686","Ho post-op hip abduction","A",,false,"2022-07"
"L1690","Combination bilateral ho","A",,false,"2022-07"
"L1700","Leg perthes orth toronto typ","A",,false,"2022-07"
"L1710","Legg perthes orth newington","A",,false,"2022-07"
"L1720","Legg perthes orthosis trilat","A",,false,"2022-07"
"L1730","Legg perthes orth scottish r","A",,false,"2022-07"
"L1755","Legg perthes patten bottom t","A",,false,"2022-07"
"L1810","Ko elastic with joints","A",,false,"2022-07"
"L1812","Ko elastic w/joints pre ots","A",,false,"2022-07"
"L1820","Ko elas w/ condyle pads & jo","A",,false,"2022-07"
"L1830","Ko immob canvas long pre ots","A",,false,"2022-07"
"L1831","Knee orth pos locking joint","A",,false,"2022-07"
"L1832","Ko adj jnt pos r sup pre cst","A",,false,"2022-07"
"L1833","Ko adj jnt pos r sup pre ots","A",,false,"2022-07"
"L1834","Ko w/0 joint rigid molded to","A",,false,"2022-07"
"L1836","Ko rigid w/o joints pre ots","A",,false,"2022-07"
"L1840","Ko derot ant cruciate custom","A",,false,"2022-07"
"L1843","Ko single upright pre cst","A",,false,"2022-07"
"L1844","Ko w/adj jt rot cntrl molded","A",,false,"2022-07"
"L1845","Ko double upright pre cst","A",,false,"2022-07"
"L1846","Ko w adj flex/ext rotat mold","A",,false,"2022-07"
"L1847","Ko dbl upright w/air pre cst","A",,false,"2022-07"
"L1848","Ko dbl upright w/air pre ots","A",,false,"2022-07"
"L1850","Ko swedish type pre ots","A",,false,"2022-07"
"L1851","Ko single upright prefab ots","A",,false,"2022-07"
"L1852","Ko double upright prefab ots","A",,false,"2022-07"
"L1860","Ko supracondylar socket mold","A",,false,"2022-07"
"L1900","Afo sprng wir drsflx calf bd","A",,false,"2022-07"
"L1902","Afo ankle gauntlet pre ots","A",,false,"2022-07"
"L1904","Afo molded ankle gauntlet","A",,false,"2022-07"
"L1906","Afo multilig ank sup pre ots","A",,false,"2022-07"
"L1907","Afo supramalleolar custom","A",,false,"2022-07"
"L1910","Afo sing bar clasp attach sh","A",,false,"2022-07"
"L1920","Afo sing upright w/ adjust s","A",,false,"2022-07"
"L1930","Afo plastic","A",,false,"2022-07"
"L1932","Afo rig ant tib prefab tcf/=","A",,false,"2022-07"
"L1940","Afo molded to patient plasti","A",,false,"2022-07"
"L1945","Afo molded plas rig ant tib","A",,false,"2022-07"
"L1950","Afo spiral molded to pt plas","A",,false,"2022-07"
"L1951","Afo spiral prefabricated","A",,false,"2022-07"
"L1960","Afo pos solid ank plastic mo","A",,false,"2022-07"
"L1970","Afo plastic molded w/ankle j","A",,false,"2022-07"
"L1971","Afo w/ankle joint, prefab","A",,false,"2022-07"
"L1980","Afo sing solid stirrup calf","A",,false,"2022-07"
"L1990","Afo doub solid stirrup calf","A",,false,"2022-07"
"L2000","Kafo sing fre stirr thi/calf","A",,false,"2022-07"
"L2005","Kafo sng/dbl mechanical act","A",,false,"2022-07"
"L2006","Kaf sng/dbl swg/stn mcpr cus","A",,false,"2022-07"
"L2010","Kafo sng solid stirrup w/o j","A",,false,"2022-07"
"L2020","Kafo dbl solid stirrup band/","A",,false,"2022-07"
"L2030","Kafo dbl solid stirrup w/o j","A",,false,"2022-07"
"L2034","Kafo pla sin up w/wo k/a cus","A",,false,"2022-07"
"L2035","Kafo plastic pediatric size","A",,false,"2022-07"
"L2036","Kafo plas doub free knee mol","A",,false,"2022-07"
"L2037","Kafo plas sing free knee mol","A",,false,"2022-07"
"L2038","Kafo w/o joint multi-axis an","A",,false,"2022-07"
"L2040","Hkafo torsion bil rot straps","A",,false,"2022-07"
"L2050","Hkafo torsion cable hip pelv","A",,false,"2022-07"
"L2060","Hkafo torsion ball bearing j","A",,false,"2022-07"
"L2070","Hkafo torsion unilat rot str","A",,false,"2022-07"
"L2080","Hkafo unilat torsion cable","A",,false,"2022-07"
"L2090","Hkafo unilat torsion ball br","A",,false,"2022-07"
"L2106","Afo tib fx cast plaster mold","A",,false,"2022-07"
"L2108","Afo tib fx cast molded to pt","A",,false,"2022-07"
"L2112","Afo tibial fracture soft","A",,false,"2022-07"
"L2114","Afo tib fx semi-rigid","A",,false,"2022-07"
"L2116","Afo tibial fracture rigid","A",,false,"2022-07"
"L2126","Kafo fem fx cast thermoplas","A",,false,"2022-07"
"L2128","Kafo fem fx cast molded to p","A",,false,"2022-07"
"L2132","Kafo femoral fx cast soft","A",,false,"2022-07"
"L2134","Kafo fem fx cast semi-rigid","A",,false,"2022-07"
"L2136","Kafo femoral fx cast rigid","A",,false,"2022-07"
"L2180","Plas shoe insert w ank joint","A",,false,"2022-07"
"L2182","Drop lock knee","A",,false,"2022-07"
"L2184","Limited motion knee joint","A",,false,"2022-07"
"L2186","Adj motion knee jnt lerman t","A",,false,"2022-07"
"L2188","Quadrilateral brim","A",,false,"2022-07"
"L2190","Waist belt","A",,false,"2022-07"
"L2192","Pelvic band & belt thigh fla","A",,false,"2022-07"
"L2200","Limited ankle motion ea jnt","A",,false,"2022-07"
"L2210","Dorsiflexion assist each joi","A",,false,"2022-07"
"L2220","Dorsi & plantar flex ass/res","A",,false,"2022-07"
"L2230","Split flat caliper stirr & p","A",,false,"2022-07"
"L2232","Rocker bottom, contact afo","A",,false,"2022-07"
"L2240","Round caliper and plate atta","A",,false,"2022-07"
"L2250","Foot plate molded stirrup at","A",,false,"2022-07"
"L2260","Reinforced solid stirrup","A",,false,"2022-07"
"L2265","Long tongue stirrup","A",,false,"2022-07"
"L2270","Varus/valgus strap padded/li","A",,false,"2022-07"
"L2275","Plastic mod low ext pad/line","A",,false,"2022-07"
"L2280","Molded inner boot","A",,false,"2022-07"
"L2300","Abduction bar jointed adjust","A",,false,"2022-07"
"L2310","Abduction bar-straight","A",,false,"2022-07"
"L2320","Non-molded lacer","A",,false,"2022-07"
"L2330","Lacer molded to patient mode","A",,false,"2022-07"
"L2335","Anterior swing band","A",,false,"2022-07"
"L2340","Pre-tibial shell molded to p","A",,false,"2022-07"
"L2350","Prosthetic type socket molde","A",,false,"2022-07"
"L2360","Extended steel shank","A",,false,"2022-07"
"L2370","Patten bottom","A",,false,"2022-07"
"L2375","Torsion ank & half solid sti","A",,false,"2022-07"
"L2380","Torsion straight knee joint","A",,false,"2022-07"
"L2385","Straight knee joint heavy du","A",,false,"2022-07"
"L2387","Add le poly knee custom kafo","A",,false,"2022-07"
"L2390","Offset knee joint each","A",,false,"2022-07"
"L2395","Offset knee joint heavy duty","A",,false,"2022-07"
"L2397","Suspension sleeve lower ext","A",,false,"2022-07"
"L2405","Knee joint drop lock ea jnt","A",,false,"2022-07"
"L2415","Knee joint cam lock each joi","A",,false,"2022-07"
"L2425","Knee disc/dial lock/adj flex","A",,false,"2022-07"
"L2430","Knee jnt ratchet lock ea jnt","A",,false,"2022-07"
"L2492","Knee lift loop drop lock rin","A",,false,"2022-07"
"L2500","Thi/glut/ischia wgt bearing","A",,false,"2022-07"
"L2510","Th/wght bear quad-lat brim m","A",,false,"2022-07"
"L2520","Th/wght bear quad-lat brim c","A",,false,"2022-07"
"L2525","Th/wght bear nar m-l brim mo","A",,false,"2022-07"
"L2526","Th/wght bear nar m-l brim cu","A",,false,"2022-07"
"L2530","Thigh/wght bear lacer non-mo","A",,false,"2022-07"
"L2540","Thigh/wght bear lacer molded","A",,false,"2022-07"
"L2550","Thigh/wght bear high roll cu","A",,false,"2022-07"
"L2570","Hip clevis type 2 posit jnt","A",,false,"2022-07"
"L2580","Pelvic control pelvic sling","A",,false,"2022-07"
"L2600","Hip clevis/thrust bearing fr","A",,false,"2022-07"
"L2610","Hip clevis/thrust bearing lo","A",,false,"2022-07"
"L2620","Pelvic control hip heavy dut","A",,false,"2022-07"
"L2622","Hip joint adjustable flexion","A",,false,"2022-07"
"L2624","Hip adj flex ext abduct cont","A",,false,"2022-07"
"L2627","Plastic mold recipro hip & c","A",,false,"2022-07"
"L2628","Metal frame recipro hip & ca","A",,false,"2022-07"
"L2630","Pelvic control band & belt u","A",,false,"2022-07"
"L2640","Pelvic control band & belt b","A",,false,"2022-07"
"L2650","Pelv & thor control gluteal","A",,false,"2022-07"
"L2660","Thoracic control thoracic ba","A",,false,"2022-07"
"L2670","Thorac cont paraspinal uprig","A",,false,"2022-07"
"L2680","Thorac cont lat support upri","A",,false,"2022-07"
"L2750","Plating chrome/nickel pr bar","A",,false,"2022-07"
"L2755","Carbon graphite lamination","A",,false,"2022-07"
"L2760","Extension per extension per","A",,false,"2022-07"
"L2768","Ortho sidebar disconnect","A",,false,"2022-07"
"L2780","Non-corrosive finish","A",,false,"2022-07"
"L2785","Drop lock retainer each","A",,false,"2022-07"
"L2795","Knee control full kneecap","A",,false,"2022-07"
"L2800","Knee cap medial or lateral p","A",,false,"2022-07"
"L2810","Knee control condylar pad","A",,false,"2022-07"
"L2820","Soft interface below knee se","A",,false,"2022-07"
"L2830","Soft interface above knee se","A",,false,"2022-07"
"L2840","Tibial length sock fx or equ","A",,false,"2022-07"
"L2850","Femoral lgth sock fx or equa","A",,false,"2022-07"
"L2861","Torsion mechanism knee/ankle","E1",,false,"2022-07"
"L2999","Lower extremity orthosis nos","A",,false,"2022-07"
"L3000","Ft insert ucb berkeley shell","A",,false,"2022-07"
"L3001","Foot insert remov molded spe","A",,false,"2022-07"
"L3002","Foot insert plastazote or eq","A",,false,"2022-07"
"L3003","Foot insert silicone gel eac","A",,false,"2022-07"
"L3010","Foot longitudinal arch suppo","A",,false,"2022-07"
"L3020","Foot longitud/metatarsal sup","A",,false,"2022-07"
"L3030","Foot arch support remov prem","A",,false,"2022-07"
"L3031","Foot lamin/prepreg composite","A",,false,"2022-07"
"L3040","Ft arch suprt premold longit","A",,false,"2022-07"
"L3050","Foot arch supp premold metat","A",,false,"2022-07"
"L3060","Foot arch supp longitud/meta","A",,false,"2022-07"
"L3070","Arch suprt att to sho longit","A",,false,"2022-07"
"L3080","Arch supp att to shoe metata","A",,false,"2022-07"
"L3090","Arch supp att to shoe long/m","A",,false,"2022-07"
"L3100","Hallus-valgus nt dyn pre ots","A",,false,"2022-07"
"L3140","Abduction rotation bar shoe","A",,false,"2022-07"
"L3150","Abduct rotation bar w/o shoe","A",,false,"2022-07"
"L3160","Shoe styled positioning dev","A",,false,"2022-07"
"L3170","Foot plas heel stabi pre ots","A",,false,"2022-07"
"L3201","Oxford w supinat/pronat inf","A",,false,"2022-07"
"L3202","Oxford w/ supinat/pronator c","A",,false,"2022-07"
"L3203","Oxford w/ supinator/pronator","A",,false,"2022-07"
"L3204","Hightop w/ supp/pronator inf","A",,false,"2022-07"
"L3206","Hightop w/ supp/pronator chi","A",,false,"2022-07"
"L3207","Hightop w/ supp/pronator jun","A",,false,"2022-07"
"L3208","Surgical boot each infant","A",,false,"2022-07"
"L3209","Surgical boot each child","A",,false,"2022-07"
"L3211","Surgical boot each junior","A",,false,"2022-07"
"L3212","Benesch boot pair infant","A",,false,"2022-07"
"L3213","Benesch boot pair child","A",,false,"2022-07"
"L3214","Benesch boot pair junior","A",,false,"2022-07"
"L3215","Orthopedic ftwear ladies oxf","E1",,false,"2022-07"
"L3216","Orthoped ladies shoes dpth i","E1",,false,"2022-07"
"L3217","Ladies shoes hightop depth i","E1",,false,"2022-07"
"L3219","Orthopedic mens shoes oxford","E1",,false,"2022-07"
"L3221","Orthopedic mens shoes dpth i","E1",,false,"2022-07"
"L3222","Mens shoes hightop depth inl","E1",,false,"2022-07"
"L3224","Woman's shoe oxford brace","A",,false,"2022-07"
"L3225","Man's shoe oxford brace","A",,false,"2022-07"
"L3230","Custom shoes depth inlay","A",,false,"2022-07"
"L3250","Custom mold shoe remov prost","A",,false,"2022-07"
"L3251","Shoe molded to pt silicone s","A",,false,"2022-07"
"L3252","Shoe molded plastazote cust","A",,false,"2022-07"
"L3253","Shoe molded plastazote cust","A",,false,"2022-07"
"L3254","Orth foot non-stndard size/w","A",,false,"2022-07"
"L3255","Orth foot non-standard size/","A",,false,"2022-07"
"L3257","Orth foot add charge split s","A",,false,"2022-07"
"L3260","Ambulatory surgical boot eac","E1",,false,"2022-07"
"L3265","Plastazote sandal each","A",,false,"2022-07"
"L3300","Sho lift taper to metatarsal","A",,false,"2022-07"
"L3310","Shoe lift elev heel/sole neo","A",,false,"2022-07"
"L3320","Shoe lift elev heel/sole cor","A",,false,"2022-07"
"L3330","Lifts elevation metal extens","A",,false,"2022-07"
"L3332","Shoe lifts tapered to one-ha","A",,false,"2022-07"
"L3334","Shoe lifts elevation heel /i","A",,false,"2022-07"
"L3340","Shoe wedge sach","A",,false,"2022-07"
"L3350","Shoe heel wedge","A",,false,"2022-07"
"L3360","Shoe sole wedge outside sole","A",,false,"2022-07"
"L3370","Shoe sole wedge between sole","A",,false,"2022-07"
"L3380","Shoe clubfoot wedge","A",,false,"2022-07"
"L3390","Shoe outflare wedge","A",,false,"2022-07"
"L3400","Shoe metatarsal bar wedge ro","A",,false,"2022-07"
"L3410","Shoe metatarsal bar between","A",,false,"2022-07"
"L3420","Full sole/heel wedge btween","A",,false,"2022-07"
"L3430","Sho heel count plast reinfor","A",,false,"2022-07"
"L3440","Heel leather reinforced","A",,false,"2022-07"
"L3450","Shoe heel sach cushion type","A",,false,"2022-07"
"L3455","Shoe heel new leather standa","A",,false,"2022-07"
"L3460","Shoe heel new rubber standar","A",,false,"2022-07"
"L3465","Shoe heel thomas with wedge","A",,false,"2022-07"
"L3470","Shoe heel thomas extend to b","A",,false,"2022-07"
"L3480","Shoe heel pad & depress for","A",,false,"2022-07"
"L3485","Shoe heel pad removable for","A",,false,"2022-07"
"L3500","Ortho shoe add leather insol","A",,false,"2022-07"
"L3510","Orthopedic shoe add rub insl","A",,false,"2022-07"
"L3520","O shoe add felt w leath insl","A",,false,"2022-07"
"L3530","Ortho shoe add half sole","A",,false,"2022-07"
"L3540","Ortho shoe add full sole","A",,false,"2022-07"
"L3550","O shoe add standard toe tap","A",,false,"2022-07"
"L3560","O shoe add horseshoe toe tap","A",,false,"2022-07"
"L3570","O shoe add instep extension","A",,false,"2022-07"
"L3580","O shoe add instep velcro clo","A",,false,"2022-07"
"L3590","O shoe convert to sof counte","A",,false,"2022-07"
"L3595","Ortho shoe add march bar","A",,false,"2022-07"
"L3600","Trans shoe calip plate exist","A",,false,"2022-07"
"L3610","Trans shoe caliper plate new","A",,false,"2022-07"
"L3620","Trans shoe solid stirrup exi","A",,false,"2022-07"
"L3630","Trans shoe solid stirrup new","A",,false,"2022-07"
"L3640","Shoe dennis browne splint bo","A",,false,"2022-07"
"L3649","Orthopedic shoe modifica nos","A",,false,"2022-07"
"L3650","So 8 abd restraint pre ots","A",,false,"2022-07"
"L3660","So 8 ab rstr can/web pre ots","A",,false,"2022-07"
"L3670","So acro/clav can web pre ots","A",,false,"2022-07"
"L3671","So cap design w/o jnts cf","A",,false,"2022-07"
"L3674","So airplane w/wo joint cf","A",,false,"2022-07"
"L3675","So vest canvas/web pre ots","A",,false,"2022-07"
"L3677","So hard plas stabili pre cst","A",,false,"2022-07"
"L3678","So hard plas stabili pre ots","A",,false,"2022-07"
"L3702","Eo w/o joints cf","A",,false,"2022-07"
"L3710","Eo elas w/metal jnts pre ots","A",,false,"2022-07"
"L3720","Forearm/arm cuffs free motio","A",,false,"2022-07"
"L3730","Forearm/arm cuffs ext/flex a","A",,false,"2022-07"
"L3740","Cuffs adj lock w/ active con","A",,false,"2022-07"
"L3760","Eo adj jt prefab custom fit","A",,false,"2022-07"
"L3761","Eo, adj lock joint prefab ot","A",,false,"2022-07"
"L3762","Eo rigid w/o joints pre ots","A",,false,"2022-07"
"L3763","Ewho rigid w/o jnts cf","A",,false,"2022-07"
"L3764","Ewho w/joint(s) cf","A",,false,"2022-07"
"L3765","Ewhfo rigid w/o jnts cf","A",,false,"2022-07"
"L3766","Ewhfo w/joint(s) cf","A",,false,"2022-07"
"L3806","Whfo w/joint(s) custom fab","A",,false,"2022-07"
"L3807","Whfo w/o joints pre cst","A",,false,"2022-07"
"L3808","Whfo, rigid w/o joints","A",,false,"2022-07"
"L3809","Whfo w/o joints pre ots","A",,false,"2022-07"
"L3891","Torsion mechanism wrist/elbo","E1",,false,"2022-07"
"L3900","Hinge extension/flex wrist/f","A",,false,"2022-07"
"L3901","Hinge ext/flex wrist finger","A",,false,"2022-07"
"L3904","Whfo electric custom fitted","A",,false,"2022-07"
"L3905","Who w/nontorsion jnt(s) cf","A",,false,"2022-07"
"L3906","Who w/o joints cf","A",,false,"2022-07"
"L3908","Who cock-up nonmolde pre ots","A",,false,"2022-07"
"L3912","Hfo flexion glove pre ots","A",,false,"2022-07"
"L3913","Hfo w/o joints cf","A",,false,"2022-07"
"L3915","Who nontorsion jnts pre cst","A",,false,"2022-07"
"L3916","Who nontorsion jnts pre ots","A",,false,"2022-07"
"L3917","Metacarp fx orthosis pre cst","A",,false,"2022-07"
"L3918","Metacarp fx orthosis pre ots","A",,false,"2022-07"
"L3919","Ho w/o joints cf","A",,false,"2022-07"
"L3921","Hfo w/joint(s) cf","A",,false,"2022-07"
"L3923","Hfo without joints pre cst","A",,false,"2022-07"
"L3924","Hfo without joints pre ots","A",,false,"2022-07"
"L3925","Fo pip dip jnt/sprng pre ots","A",,false,"2022-07"
"L3927","Fo pip dip no jt spr pre ots","A",,false,"2022-07"
"L3929","Hfo nontorsion jnts pre cst","A",,false,"2022-07"
"L3930","Hfo nontorsion jnts pre ots","A",,false,"2022-07"
"L3931","Whfo nontorsion joint prefab","A",,false,"2022-07"
"L3933","Fo w/o joints cf","A",,false,"2022-07"
"L3935","Fo nontorsion joint cf","A",,false,"2022-07"
"L3956","Add joint upper ext orthosis","A",,false,"2022-07"
"L3960","Sewho airplan desig abdu pos","A",,false,"2022-07"
"L3961","Sewho cap design w/o jnts cf","A",,false,"2022-07"
"L3962","Sewho erbs palsey design abd","A",,false,"2022-07"
"L3967","Sewho airplane w/o jnts cf","A",,false,"2022-07"
"L3971","Sewho cap design w/jnt(s) cf","A",,false,"2022-07"
"L3973","Sewho airplane w/jnt(s) cf","A",,false,"2022-07"
"L3975","Sewhfo cap design w/o jnt cf","A",,false,"2022-07"
"L3976","Sewhfo airplane w/o jnts cf","A",,false,"2022-07"
"L3977","Sewhfo cap desgn w/jnt(s) cf","A",,false,"2022-07"
"L3978","Sewhfo airplane w/jnt(s) cf","A",,false,"2022-07"
"L3980","Up ext fx orthos humeral nos","A",,false,"2022-07"
"L3981","Ue fx orth shoul cap forearm","A",,false,"2022-07"
"L3982","Upper ext fx orthosis rad/ul","A",,false,"2022-07"
"L3984","Upper ext fx orthosis wrist","A",,false,"2022-07"
"L3995","Sock fracture or equal each","A",,false,"2022-07"
"L3999","Upper limb orthosis nos","A",,false,"2022-07"
